DateTime,Players
01/09/2019,659195
02/09/2019,623132
03/09/2019,588645
04/09/2019,586540
05/09/2019,571595
06/09/2019,638348
07/09/2019,691087
08/09/2019,711947
09/09/2019,614593
10/09/2019,604072
11/09/2019,608250
12/09/2019,635520
13/09/2019,651843
14/09/2019,680012
15/09/2019,697360
16/09/2019,584654
17/09/2019,584933
18/09/2019,599703
19/09/2019,604521
20/09/2019,666234
21/09/2019,721719
22/09/2019,689283
23/09/2019,587942
24/09/2019,586083
25/09/2019,585770
26/09/2019,580854
27/09/2019,646588
28/09/2019,691200
29/09/2019,723700
30/09/2019,636017
01/10/2019,606865
02/10/2019,598929
03/10/2019,607680
04/10/2019,649179
05/10/2019,702737
06/10/2019,736095
07/10/2019,593696
08/10/2019,587908
09/10/2019,592077
10/10/2019,596661
11/10/2019,650945
12/10/2019,730551
13/10/2019,696199
14/10/2019,618794
15/10/2019,565809
16/10/2019,576760
17/10/2019,579182
18/10/2019,639583
19/10/2019,754909
20/10/2019,719599
21/10/2019,609697
22/10/2019,589634
23/10/2019,591211
24/10/2019,593837
25/10/2019,646260
26/10/2019,687657
27/10/2019,651330
28/10/2019,570898
29/10/2019,562221
30/10/2019,561445
31/10/2019,560330
01/11/2019,632716
02/11/2019,667826
03/11/2019,672470
04/11/2019,581586
05/11/2019,559428
06/11/2019,565340
07/11/2019,571773
08/11/2019,622400
09/11/2019,715036
10/11/2019,629632
11/11/2019,573425
12/11/2019,552527
13/11/2019,550375
14/11/2019,567136
15/11/2019,649848
16/11/2019,712500
17/11/2019,693021
18/11/2019,573863
19/11/2019,699297
20/11/2019,646993
21/11/2019,622363
22/11/2019,691596
23/11/2019,764438
24/11/2019,742946
25/11/2019,619277
26/11/2019,596910
27/11/2019,627368
28/11/2019,609396
29/11/2019,684870
30/11/2019,759412
01/12/2019,722402
02/12/2019,591367
03/12/2019,598239
04/12/2019,624813
05/12/2019,614239
06/12/2019,701035
07/12/2019,771640
08/12/2019,746357
09/12/2019,625454
10/12/2019,613617
11/12/2019,638294
12/12/2019,608913
13/12/2019,707912
14/12/2019,761448
15/12/2019,745263
16/12/2019,618872
17/12/2019,612331
18/12/2019,640425
19/12/2019,640917
20/12/2019,715562
21/12/2019,733293
22/12/2019,716067
23/12/2019,655944
24/12/2019,636030
25/12/2019,653216
26/12/2019,676008
27/12/2019,733416
28/12/2019,742771
29/12/2019,740118
30/12/2019,709943
31/12/2019,695220
01/01/2020,694327
02/01/2020,714555
03/01/2020,759329
04/01/2020,779054
05/01/2020,768693
06/01/2020,723301
07/01/2020,709537
08/01/2020,715930
09/01/2020,692362
10/01/2020,738802
11/01/2020,805733
12/01/2020,822490
13/01/2020,694511
14/01/2020,684222
15/01/2020,693126
16/01/2020,694151
17/01/2020,729182
18/01/2020,780679
19/01/2020,784392
20/01/2020,725101
21/01/2020,700650
22/01/2020,714086
23/01/2020,710041
24/01/2020,744747
25/01/2020,755927
26/01/2020,779615
27/01/2020,695110
28/01/2020,704919
29/01/2020,725786
30/01/2020,693848
31/01/2020,746299
01/02/2020,801127
02/02/2020,828642
03/02/2020,717757
04/02/2020,710622
05/02/2020,734315
06/02/2020,745212
07/02/2020,787521
08/02/2020,876575
09/02/2020,901681
10/02/2020,767824
11/02/2020,765911
12/02/2020,765364
13/02/2020,761042
14/02/2020,769965
15/02/2020,870940
16/02/2020,893811
17/02/2020,752432
18/02/2020,747465
19/02/2020,770785
20/02/2020,741022
21/02/2020,799293
22/02/2020,866684
23/02/2020,896092
24/02/2020,762739
25/02/2020,765376
26/02/2020,779423
27/02/2020,788179
28/02/2020,856801
29/02/2020,933748
01/03/2020,925990
02/03/2020,778860
03/03/2020,768562
04/03/2020,811344
05/03/2020,789769
06/03/2020,867924
07/03/2020,953051
08/03/2020,953114
09/03/2020,808581
10/03/2020,787841
11/03/2020,803004
12/03/2020,841468
13/03/2020,936750
14/03/2020,1007062
15/03/2020,1024845
16/03/2020,971220
17/03/2020,991675
18/03/2020,1003208
19/03/2020,1018690
20/03/2020,1060189
21/03/2020,1091858
22/03/2020,1102067
23/03/2020,1078859
24/03/2020,1079644
25/03/2020,1085157
26/03/2020,1093863
27/03/2020,1091740
28/03/2020,1080631
29/03/2020,1123002
30/03/2020,1138639
31/03/2020,1152459
01/04/2020,1226724
02/04/2020,1224247
03/04/2020,1191540
04/04/2020,1230947
05/04/2020,1189488
06/04/2020,1203825
07/04/2020,1193571
08/04/2020,1209154
09/04/2020,1241444
10/04/2020,1251665
11/04/2020,1271725
12/04/2020,1250565
13/04/2020,1267419
14/04/2020,1275055
15/04/2020,1276026
16/04/2020,1270409
17/04/2020,1301348
18/04/2020,1308963
19/04/2020,1275057
20/04/2020,1243058
21/04/2020,1247322
22/04/2020,1219736
23/04/2020,1200613
24/04/2020,1250167
25/04/2020,1229864
26/04/2020,1202791
27/04/2020,1169979
28/04/2020,1169370
29/04/2020,1207371
30/04/2020,1204257
01/05/2020,1197982
02/05/2020,1179111
03/05/2020,1177330
04/05/2020,1150445
05/05/2020,1110015
06/05/2020,1130904
07/05/2020,1084248
08/05/2020,1066098
09/05/2020,1079545
10/05/2020,1101279
11/05/2020,1096609
12/05/2020,1063776
13/05/2020,1093244
14/05/2020,1066988
15/05/2020,1023159
16/05/2020,1043795
17/05/2020,1034930
18/05/2020,979977
19/05/2020,1001249
20/05/2020,964754
21/05/2020,988808
22/05/2020,991212
23/05/2020,1027590
24/05/2020,1044056
25/05/2020,1015434
26/05/2020,1010289
27/05/2020,994122
28/05/2020,1013795
29/05/2020,1043130
30/05/2020,1044511
31/05/2020,1023150
01/06/2020,1011177
02/06/2020,937580
03/06/2020,932760
04/06/2020,934448
05/06/2020,957636
06/06/2020,929395
07/06/2020,920203
08/06/2020,892104
09/06/2020,887230
10/06/2020,891906
11/06/2020,901667
12/06/2020,899776
13/06/2020,895775
14/06/2020,903070
15/06/2020,881845
16/06/2020,886728
17/06/2020,911994
18/06/2020,911574
19/06/2020,913403
20/06/2020,888537
21/06/2020,928180
22/06/2020,907735
23/06/2020,881345
24/06/2020,920470
25/06/2020,871671
26/06/2020,857056
27/06/2020,814327
28/06/2020,861860
29/06/2020,868848
30/06/2020,842219
01/07/2020,843328
02/07/2020,851382
03/07/2020,857806
04/07/2020,828139
05/07/2020,860341
06/07/2020,851345
07/07/2020,855458
08/07/2020,861948
09/07/2020,837672
10/07/2020,841988
11/07/2020,842185
12/07/2020,852054
13/07/2020,856898
14/07/2020,855750
15/07/2020,828038
16/07/2020,836648
17/07/2020,824560
18/07/2020,820206
19/07/2020,839501
20/07/2020,842220
21/07/2020,840672
22/07/2020,836025
23/07/2020,834506
24/07/2020,829455
25/07/2020,818275
26/07/2020,850662
27/07/2020,834659
28/07/2020,836535
29/07/2020,848767
30/07/2020,851551
31/07/2020,842888
01/08/2020,827135
02/08/2020,861813
03/08/2020,863741
04/08/2020,880796
05/08/2020,831404
06/08/2020,853520
07/08/2020,932283
08/08/2020,843194
09/08/2020,853039
10/08/2020,893174
11/08/2020,899024
12/08/2020,884995
13/08/2020,876966
14/08/2020,875455
15/08/2020,854792
16/08/2020,877467
17/08/2020,868256
18/08/2020,874622
19/08/2020,876088
20/08/2020,896082
21/08/2020,880736
22/08/2020,872493
23/08/2020,900146
24/08/2020,853676
25/08/2020,870124
26/08/2020,908704
27/08/2020,887323
28/08/2020,898136
29/08/2020,884184
30/08/2020,906097
31/08/2020,888439
01/09/2020,831180
02/09/2020,835468
03/09/2020,838798
04/09/2020,893954
05/09/2020,915371
06/09/2020,921436
07/09/2020,868058
08/09/2020,881428
09/09/2020,874879
10/09/2020,883198
11/09/2020,949174
12/09/2020,980879
13/09/2020,945582
14/09/2020,877018
15/09/2020,862722
16/09/2020,838981
17/09/2020,875989
18/09/2020,933914
19/09/2020,957983
20/09/2020,927416
21/09/2020,842803
22/09/2020,842089
23/09/2020,856608
24/09/2020,830111
25/09/2020,899225
26/09/2020,892015
27/09/2020,888767
28/09/2020,809850
29/09/2020,820539
30/09/2020,858784
01/10/2020,789179
02/10/2020,870763
03/10/2020,883089
04/10/2020,904380
05/10/2020,845419
06/10/2020,828380
07/10/2020,844690
08/10/2020,825650
09/10/2020,879815
10/10/2020,927161
11/10/2020,890485
12/10/2020,823765
13/10/2020,841109
14/10/2020,867616
15/10/2020,811378
16/10/2020,921298
17/10/2020,945280
18/10/2020,942901
19/10/2020,841530
20/10/2020,853447
21/10/2020,851483
22/10/2020,869057
23/10/2020,906202
24/10/2020,943740
25/10/2020,926943
26/10/2020,870425
27/10/2020,868925
28/10/2020,894422
29/10/2020,903157
30/10/2020,951748
31/10/2020,923784
01/11/2020,938972
02/11/2020,865559
03/11/2020,892234
04/11/2020,915539
05/11/2020,900839
06/11/2020,966137
07/11/2020,988989
08/11/2020,972546
09/11/2020,891145
10/11/2020,902533
11/11/2020,892001
12/11/2020,885755
13/11/2020,980079
14/11/2020,1011452
15/11/2020,993613
16/11/2020,910911
17/11/2020,925392
18/11/2020,926887
19/11/2020,907302
20/11/2020,1027398
21/11/2020,1040051
22/11/2020,1029560
23/11/2020,935172
24/11/2020,928674
25/11/2020,907850
26/11/2020,925227
27/11/2020,957979
28/11/2020,1032509
29/11/2020,998892
30/11/2020,911943
01/12/2020,901058
02/12/2020,906912
03/12/2020,918924
04/12/2020,1168240
05/12/2020,1169661
06/12/2020,1129059
07/12/2020,1013570
08/12/2020,985934
09/12/2020,1008334
10/12/2020,925996
11/12/2020,971683
12/12/2020,1089094
13/12/2020,1062017
14/12/2020,968998
15/12/2020,956429
16/12/2020,980020
17/12/2020,973337
18/12/2020,1023525
19/12/2020,1078252
20/12/2020,1045197
21/12/2020,977794
22/12/2020,969469
23/12/2020,1015643
24/12/2020,977827
25/12/2020,1020927
26/12/2020,1086537
27/12/2020,1067109
28/12/2020,1033854
29/12/2020,1033375
30/12/2020,1056057
31/12/2020,982583
01/01/2021,1020715
02/01/2021,1079804
03/01/2021,1067795
04/01/2021,1047477
05/01/2021,1049455
06/01/2021,1072613
07/01/2021,1054597
08/01/2021,1051904
09/01/2021,1071693
10/01/2021,1062232
11/01/2021,991280
12/01/2021,995788
13/01/2021,998932
14/01/2021,985870
15/01/2021,1018160
16/01/2021,1079783
17/01/2021,1080127
18/01/2021,987532
19/01/2021,986711
20/01/2021,1013052
21/01/2021,1012235
22/01/2021,1060724
23/01/2021,1107826
24/01/2021,1118387
25/01/2021,1016356
26/01/2021,1018800
27/01/2021,1043216
28/01/2021,1053503
29/01/2021,1076999
30/01/2021,1115786
31/01/2021,1125411
01/02/2021,1027088
02/02/2021,1008757
03/02/2021,1029603
04/02/2021,1013800
05/02/2021,1039577
06/02/2021,1075574
07/02/2021,1119604
08/02/2021,1020802
09/02/2021,1020303
10/02/2021,1029544
11/02/2021,1036074
12/02/2021,1051602
13/02/2021,1045646
14/02/2021,1036840
15/02/2021,1030571
16/02/2021,1049741
17/02/2021,1061470
18/02/2021,1054605
19/02/2021,1070445
20/02/2021,1109654
21/02/2021,1118611
22/02/2021,1094706
23/02/2021,1070591
24/02/2021,1053941
25/02/2021,1046663
26/02/2021,1054435
27/02/2021,1125838
28/02/2021,1111889
01/03/2021,1023120
02/03/2021,1003860
03/03/2021,1028293
04/03/2021,1036729
05/03/2021,1131887
06/03/2021,1168536
07/03/2021,1158039
08/03/2021,1106575
09/03/2021,1059727
10/03/2021,1082860
11/03/2021,1093173
12/03/2021,1172585
13/03/2021,1201993
14/03/2021,1178958
15/03/2021,1061596
16/03/2021,1053151
17/03/2021,1108228
18/03/2021,1097727
19/03/2021,1144971
20/03/2021,1186105
21/03/2021,1181114
22/03/2021,1094711
23/03/2021,1093322
24/03/2021,1073382
25/03/2021,1073766
26/03/2021,1117310
27/03/2021,1124240
28/03/2021,1122312
29/03/2021,1046706
30/03/2021,1036758
31/03/2021,1033211
01/04/2021,1053509
02/04/2021,1110758
03/04/2021,1138311
04/04/2021,1150982
05/04/2021,1096738
06/04/2021,1085149
07/04/2021,1070209
08/04/2021,1079320
09/04/2021,1129251
10/04/2021,1145336
11/04/2021,1101657
12/04/2021,1030824
13/04/2021,1032624
14/04/2021,959823
15/04/2021,1048821
16/04/2021,1112625
17/04/2021,1122110
18/04/2021,1088805
19/04/2021,1005473
20/04/2021,1009295
21/04/2021,1015810
22/04/2021,1020824
23/04/2021,1127729
24/04/2021,1102251
25/04/2021,1115863
26/04/2021,1012853
27/04/2021,1025198
28/04/2021,992049
29/04/2021,972781
30/04/2021,1022875
01/05/2021,952439
02/05/2021,977703
03/05/2021,988108
04/05/2021,1088168
05/05/2021,1040111
06/05/2021,1016313
07/05/2021,978012
08/05/2021,1029897
09/05/2021,981130
10/05/2021,968851
11/05/2021,943235
12/05/2021,964303
13/05/2021,986626
14/05/2021,1006940
15/05/2021,1030227
16/05/2021,1020628
17/05/2021,918526
18/05/2021,926647
19/05/2021,935159
20/05/2021,937617
21/05/2021,953534
22/05/2021,998970
23/05/2021,963175
24/05/2021,931911
25/05/2021,914002
26/05/2021,935117
27/05/2021,933185
28/05/2021,940497
29/05/2021,970800
30/05/2021,956249
31/05/2021,898663
01/06/2021,892929
02/06/2021,910117
03/06/2021,929940
04/06/2021,918403
05/06/2021,891795
06/06/2021,890085
07/06/2021,836590
08/06/2021,819509
09/06/2021,837448
10/06/2021,843785
11/06/2021,833109
12/06/2021,828350
13/06/2021,852807
14/06/2021,803038
15/06/2021,788472
16/06/2021,775388
17/06/2021,773086
18/06/2021,824114
19/06/2021,775987
20/06/2021,806350
21/06/2021,791727
22/06/2021,788748
23/06/2021,772009
24/06/2021,789025
25/06/2021,797678
26/06/2021,782173
27/06/2021,769535
28/06/2021,748956
29/06/2021,754001
30/06/2021,758774
01/07/2021,756820
02/07/2021,763249
03/07/2021,766510
04/07/2021,758622
05/07/2021,751053
06/07/2021,730528
07/07/2021,739924
08/07/2021,721844
09/07/2021,699940
10/07/2021,717506
11/07/2021,737835
12/07/2021,727427
13/07/2021,732964
14/07/2021,721986
15/07/2021,719045
16/07/2021,716694
17/07/2021,722621
18/07/2021,739355
19/07/2021,733470
20/07/2021,729240
21/07/2021,727854
22/07/2021,722573
23/07/2021,735572
24/07/2021,728882
25/07/2021,752672
26/07/2021,729177
27/07/2021,724546
28/07/2021,731578
29/07/2021,735700
30/07/2021,735589
31/07/2021,737865
01/08/2021,730208
02/08/2021,735987
03/08/2021,733646
04/08/2021,746905
05/08/2021,739455
06/08/2021,758084
07/08/2021,759183
08/08/2021,778303
09/08/2021,741799
10/08/2021,741606
11/08/2021,742259
12/08/2021,736536
13/08/2021,726366
14/08/2021,727424
15/08/2021,766406
16/08/2021,739473
17/08/2021,736982
18/08/2021,747855
19/08/2021,751249
20/08/2021,754472
21/08/2021,765017
22/08/2021,781459
23/08/2021,760504
24/08/2021,762306
25/08/2021,761705
26/08/2021,772924
27/08/2021,772319
28/08/2021,769218
29/08/2021,804133
30/08/2021,780285
31/08/2021,763104
01/09/2021,741011
02/09/2021,719796
03/09/2021,768149
04/09/2021,815090
05/09/2021,799078
06/09/2021,733141
07/09/2021,726125
08/09/2021,726141
09/09/2021,722206
10/09/2021,774125
11/09/2021,822506
12/09/2021,803251
13/09/2021,740533
14/09/2021,742765
15/09/2021,746009
16/09/2021,769913
17/09/2021,793807
18/09/2021,866697
19/09/2021,889242
20/09/2021,805124
21/09/2021,752135
22/09/2021,949817
23/09/2021,875772
24/09/2021,913367
25/09/2021,895908
26/09/2021,873386
27/09/2021,775285
28/09/2021,757827
29/09/2021,801358
30/09/2021,821019
01/10/2021,812501
02/10/2021,832243
03/10/2021,866030
04/10/2021,777988
05/10/2021,789100
06/10/2021,798637
07/10/2021,761673
08/10/2021,759077
09/10/2021,851986
10/10/2021,826577
11/10/2021,715717
12/10/2021,703559
13/10/2021,735500
14/10/2021,739776
15/10/2021,787298
16/10/2021,817181
17/10/2021,763733
18/10/2021,684589
19/10/2021,696380
20/10/2021,721991
21/10/2021,716013
22/10/2021,794754
23/10/2021,822157
24/10/2021,803183
25/10/2021,713094
26/10/2021,750923
27/10/2021,770805
28/10/2021,749557
29/10/2021,850162
30/10/2021,842336
31/10/2021,799451
01/11/2021,781083
02/11/2021,790510
03/11/2021,810291
04/11/2021,791542
05/11/2021,854228
06/11/2021,796715
07/11/2021,878192
08/11/2021,775266
09/11/2021,763398
10/11/2021,777281
11/11/2021,770276
12/11/2021,857244
13/11/2021,904117
14/11/2021,870591
15/11/2021,761068
16/11/2021,746214
17/11/2021,815502
18/11/2021,811481
19/11/2021,862191
20/11/2021,944330
21/11/2021,880722
22/11/2021,772757
23/11/2021,778520
24/11/2021,787463
25/11/2021,775470
26/11/2021,873301
27/11/2021,941571
28/11/2021,915791
29/11/2021,801498
30/11/2021,812826
01/12/2021,830006
02/12/2021,735739
03/12/2021,876314
04/12/2021,935232
05/12/2021,950586
06/12/2021,802622
07/12/2021,808506
08/12/2021,825641
09/12/2021,810138
10/12/2021,886487
11/12/2021,938618
12/12/2021,887983
13/12/2021,773226
14/12/2021,783556
15/12/2021,731836
16/12/2021,743366
17/12/2021,807333
18/12/2021,905816
19/12/2021,802709
20/12/2021,760785
21/12/2021,801759
22/12/2021,795569
23/12/2021,765477
24/12/2021,842137
25/12/2021,822397
26/12/2021,795472
27/12/2021,782192
28/12/2021,784752
29/12/2021,811521
30/12/2021,804141
31/12/2021,779880
01/01/2022,798402
02/01/2022,867147
03/01/2022,802899
04/01/2022,804344
05/01/2022,803469
06/01/2022,797182
07/01/2022,830034
08/01/2022,869250
09/01/2022,881051
10/01/2022,745151
11/01/2022,783116
12/01/2022,730785
13/01/2022,759311
14/01/2022,819812
15/01/2022,890445
16/01/2022,906996
17/01/2022,792579
18/01/2022,797267
19/01/2022,812721
20/01/2022,825195
21/01/2022,952320
22/01/2022,983565
23/01/2022,992455
24/01/2022,897652
25/01/2022,896113
26/01/2022,899565
27/01/2022,911275
28/01/2022,913875
29/01/2022,958585
30/01/2022,969791
31/01/2022,872819
01/02/2022,867099
02/02/2022,851602
03/02/2022,855215
04/02/2022,892056
05/02/2022,930346
06/02/2022,964971
07/02/2022,892332
08/02/2022,897336
09/02/2022,907026
10/02/2022,912317
11/02/2022,933423
12/02/2022,959550
13/02/2022,989793
14/02/2022,848698
15/02/2022,866853
16/02/2022,860331
17/02/2022,858437
18/02/2022,895336
19/02/2022,979369
20/02/2022,979085
21/02/2022,867644
22/02/2022,886195
23/02/2022,898714
24/02/2022,840791
25/02/2022,904216
26/02/2022,982577
27/02/2022,997730
28/02/2022,870951
01/03/2022,878083
02/03/2022,865411
03/03/2022,833370
04/03/2022,921636
05/03/2022,992082
06/03/2022,963573
07/03/2022,846631
08/03/2022,852533
09/03/2022,823266
10/03/2022,837396
11/03/2022,933990
12/03/2022,993808
13/03/2022,970574
14/03/2022,837287
15/03/2022,833236
16/03/2022,819213
17/03/2022,865219
18/03/2022,929397
19/03/2022,992661
20/03/2022,961741
21/03/2022,859106
22/03/2022,862378
23/03/2022,861039
24/03/2022,867249
25/03/2022,930974
26/03/2022,988497
27/03/2022,974648
28/03/2022,860604
29/03/2022,845448
30/03/2022,834647
31/03/2022,857775
01/04/2022,907091
02/04/2022,988925
03/04/2022,1016762
04/04/2022,889897
05/04/2022,837758
06/04/2022,831510
07/04/2022,823134
08/04/2022,890740
09/04/2022,953968
10/04/2022,944287
11/04/2022,831263
12/04/2022,863370
13/04/2022,851853
14/04/2022,852106
15/04/2022,949209
16/04/2022,914970
17/04/2022,910203
18/04/2022,850323
19/04/2022,822907
20/04/2022,839444
21/04/2022,836345
22/04/2022,891414
23/04/2022,904636
24/04/2022,896548
25/04/2022,844499
26/04/2022,800360
27/04/2022,829757
28/04/2022,842477
29/04/2022,867334
30/04/2022,902768
01/05/2022,896132
02/05/2022,864464
03/05/2022,876108
04/05/2022,820351
05/05/2022,816955
06/05/2022,814973
07/05/2022,903568
08/05/2022,884024
09/05/2022,815555
10/05/2022,814410
11/05/2022,807177
12/05/2022,801251
13/05/2022,826123
14/05/2022,817740
15/05/2022,833411
16/05/2022,786069
17/05/2022,799740
18/05/2022,832306
19/05/2022,835022
20/05/2022,815825
21/05/2022,875790
22/05/2022,875257
23/05/2022,833705
24/05/2022,799406
25/05/2022,823253
26/05/2022,858965
27/05/2022,914368
28/05/2022,932681
29/05/2022,886821
30/05/2022,823790
31/05/2022,835938
01/06/2022,809755
02/06/2022,857481
03/06/2022,844840
04/06/2022,873635
05/06/2022,884564
06/06/2022,854341
07/06/2022,836077
08/06/2022,830607
09/06/2022,812338
10/06/2022,878625
11/06/2022,902934
12/06/2022,887863
13/06/2022,840048
14/06/2022,830677
15/06/2022,787131
16/06/2022,815691
17/06/2022,874841
18/06/2022,888644
19/06/2022,906968
20/06/2022,872130
21/06/2022,868270
22/06/2022,860313
23/06/2022,820734
24/06/2022,818548
25/06/2022,833198
26/06/2022,855647
27/06/2022,817909
28/06/2022,812268
29/06/2022,798738
30/06/2022,808462
01/07/2022,821872
02/07/2022,901496
03/07/2022,881860
04/07/2022,841259
05/07/2022,829798
06/07/2022,842990
07/07/2022,839525
08/07/2022,829474
09/07/2022,841238
10/07/2022,864271
11/07/2022,845782
12/07/2022,848298
13/07/2022,831308
14/07/2022,838217
15/07/2022,824655
16/07/2022,825424
17/07/2022,881284
18/07/2022,876251
19/07/2022,874214
20/07/2022,857109
21/07/2022,864113
22/07/2022,896012
23/07/2022,877675
24/07/2022,895357
25/07/2022,885085
26/07/2022,887220
27/07/2022,886328
28/07/2022,900249
29/07/2022,891072
30/07/2022,894774
31/07/2022,928329
01/08/2022,889822
02/08/2022,927907
03/08/2022,906948
04/08/2022,881757
05/08/2022,910838
06/08/2022,904151
07/08/2022,936670
08/08/2022,919166
09/08/2022,713107
10/08/2022,882486
11/08/2022,886021
12/08/2022,884195
13/08/2022,895423
14/08/2022,925109
15/08/2022,909721
16/08/2022,936431
17/08/2022,1039889
18/08/2022,987884
19/08/2022,976632
20/08/2022,999043
21/08/2022,1010603
22/08/2022,986054
23/08/2022,991521
24/08/2022,964145
25/08/2022,958536
26/08/2022,947881
27/08/2022,966390
28/08/2022,1025980
29/08/2022,1013093
30/08/2022,993654
31/08/2022,980503
01/09/2022,960712
02/09/2022,993276
03/09/2022,1029453
04/09/2022,1035897
05/09/2022,950916
06/09/2022,941706
07/09/2022,939398
08/09/2022,938845
09/09/2022,1016382
10/09/2022,1029224
11/09/2022,1062931
12/09/2022,943540
13/09/2022,932805
14/09/2022,941634
15/09/2022,948562
16/09/2022,1030797
17/09/2022,1103223
18/09/2022,1077583
19/09/2022,967100
20/09/2022,938549
21/09/2022,937102
22/09/2022,933443
23/09/2022,997564
24/09/2022,1066689
25/09/2022,1029255
26/09/2022,921864
27/09/2022,925270
28/09/2022,909753
29/09/2022,921840
30/09/2022,993507
01/10/2022,1024497
02/10/2022,1049806
03/10/2022,975115
04/10/2022,956481
05/10/2022,966040
06/10/2022,947347
07/10/2022,954774
08/10/2022,989650
09/10/2022,1007712
10/10/2022,921957
11/10/2022,918764
12/10/2022,910096
13/10/2022,915953
14/10/2022,996018
15/10/2022,1035036
16/10/2022,998179
17/10/2022,921393
18/10/2022,920633
19/10/2022,935161
20/10/2022,949319
21/10/2022,1017700
22/10/2022,1090858
23/10/2022,1050184
24/10/2022,956805
25/10/2022,951850
26/10/2022,944075
27/10/2022,974044
28/10/2022,1027004
29/10/2022,1036937
30/10/2022,1020617
31/10/2022,922970
01/11/2022,942968
02/11/2022,932946
03/11/2022,945721
04/11/2022,1045002
05/11/2022,1076999
06/11/2022,1051449
07/11/2022,930818
08/11/2022,949775
09/11/2022,956606
10/11/2022,948412
11/11/2022,1040817
12/11/2022,1105409
13/11/2022,1103567
14/11/2022,962564
15/11/2022,980062
16/11/2022,948658
17/11/2022,959421
18/11/2022,1045988
19/11/2022,1132952
20/11/2022,1079232
21/11/2022,881434
22/11/2022,956040
23/11/2022,853328
24/11/2022,861593
25/11/2022,981008
26/11/2022,1053250
27/11/2022,1041487
28/11/2022,925029
29/11/2022,936314
30/11/2022,930612
01/12/2022,912225
02/12/2022,992543
03/12/2022,1067327
04/12/2022,1050857
05/12/2022,921228
06/12/2022,729765
07/12/2022,919652
08/12/2022,894986
09/12/2022,938776
10/12/2022,1001231
11/12/2022,972857
12/12/2022,856206
13/12/2022,852245
14/12/2022,857848
15/12/2022,865205
16/12/2022,916129
17/12/2022,970767
18/12/2022,996584
19/12/2022,870627
20/12/2022,879829
21/12/2022,900135
22/12/2022,923641
23/12/2022,952527
24/12/2022,980649
25/12/2022,961107
26/12/2022,935407
27/12/2022,932387
28/12/2022,973174
29/12/2022,979704
30/12/2022,1011922
31/12/2022,950459
01/01/2023,969910
02/01/2023,997255
03/01/2023,998290
04/01/2023,1018520
05/01/2023,1000680
06/01/2023,1066254
07/01/2023,1088544
08/01/2023,1133708
09/01/2023,1049338
10/01/2023,1089371
11/01/2023,1050932
12/01/2023,994121
13/01/2023,1026134
14/01/2023,1084042
15/01/2023,1125630
16/01/2023,949073
17/01/2023,996052
18/01/2023,974806
19/01/2023,988367
20/01/2023,997149
21/01/2023,1005266
22/01/2023,1090554
23/01/2023,970396
24/01/2023,998693
25/01/2023,1002360
26/01/2023,1033959
27/01/2023,1072984
28/01/2023,1150643
29/01/2023,1200077
30/01/2023,1074059
31/01/2023,1091825
01/02/2023,1070455
02/02/2023,1115945
03/02/2023,1123605
04/02/2023,1218863
05/02/2023,1250740
06/02/2023,1101798
07/02/2023,1090329
08/02/2023,1103009
09/02/2023,1101682
10/02/2023,1275074
11/02/2023,1320219
12/02/2023,1299983
13/02/2023,1170750
14/02/2023,1120722
15/02/2023,1162649
16/02/2023,1167926
17/02/2023,1237913
18/02/2023,1316929
19/02/2023,1324800
20/02/2023,1200370
21/02/2023,1222001
22/02/2023,1237108
23/02/2023,1255789
24/02/2023,1295397
25/02/2023,1349390
26/02/2023,1355797
27/02/2023,1189343
28/02/2023,1218697
01/03/2023,1211398
02/03/2023,1219977
03/03/2023,1279192
04/03/2023,1365274
05/03/2023,1378447
06/03/2023,1216801
07/03/2023,1246598
08/03/2023,1251723
09/03/2023,1272100
10/03/2023,1342214
11/03/2023,1420183
12/03/2023,1410348
13/03/2023,1255606
14/03/2023,1256684
15/03/2023,1254108
16/03/2023,1277046
17/03/2023,1326562
18/03/2023,1379598
19/03/2023,1363586
20/03/2023,1250196
21/03/2023,1255930
22/03/2023,1288691
23/03/2023,1404115
24/03/2023,1415826
25/03/2023,1507212
26/03/2023,1519457
27/03/2023,1362176
28/03/2023,1402070
29/03/2023,1347642
30/03/2023,1375866
31/03/2023,1427632
01/04/2023,1476961
02/04/2023,1511946
03/04/2023,1397017
04/04/2023,1449552
05/04/2023,1381271
06/04/2023,1419084
07/04/2023,1459519
08/04/2023,1448795
09/04/2023,1393830
10/04/2023,1411321
11/04/2023,1369609
12/04/2023,1365336
13/04/2023,1369354
14/04/2023,1491992
15/04/2023,1514410
16/04/2023,1487327
17/04/2023,1379517
18/04/2023,1392057
19/04/2023,1409711
20/04/2023,1400005
21/04/2023,1457137
22/04/2023,1447888
23/04/2023,1492061
24/04/2023,1397249
25/04/2023,1458950
26/04/2023,1375872
27/04/2023,1365255
28/04/2023,1351441
29/04/2023,1337968
30/04/2023,1438597
01/05/2023,1456155
02/05/2023,1364238
03/05/2023,1463272
04/05/2023,1486111
05/05/2023,1557335
06/05/2023,1818773
07/05/2023,1804106
08/05/2023,1221899
