DateTime,Players
02/11/2015,669533
03/11/2015,654961
04/11/2015,645986
05/11/2015,630788
06/11/2015,669888
07/11/2015,688392
08/11/2015,675447
09/11/2015,599300
10/11/2015,581347
11/11/2015,597527
12/11/2015,575875
13/11/2015,622375
14/11/2015,666487
15/11/2015,662161
16/11/2015,588057
17/11/2015,576160
18/11/2015,581563
19/11/2015,591924
20/11/2015,648037
21/11/2015,665514
22/11/2015,653833
23/11/2015,591545
24/11/2015,602930
25/11/2015,623415
26/11/2015,609118
27/11/2015,678051
28/11/2015,689711
29/11/2015,691930
30/11/2015,626903
01/12/2015,616849
02/12/2015,637477
03/12/2015,636123
04/12/2015,688508
05/12/2015,721883
06/12/2015,709200
07/12/2015,648944
08/12/2015,654479
09/12/2015,823694
10/12/2015,701795
11/12/2015,705268
12/12/2015,724807
13/12/2015,690672
14/12/2015,617022
15/12/2015,601776
16/12/2015,609226
17/12/2015,588824
18/12/2015,625551
19/12/2015,640096
20/12/2015,612170
21/12/2015,605194
22/12/2015,589295
23/12/2015,582223
24/12/2015,468987
25/12/2015,567501
26/12/2015,587894
27/12/2015,602105
28/12/2015,607841
29/12/2015,621422
30/12/2015,641488
31/12/2015,540459
01/01/2016,611343
02/01/2016,639407
03/01/2016,651264
04/01/2016,617618
05/01/2016,609398
06/01/2016,616314
07/01/2016,605054
08/01/2016,642655
09/01/2016,667432
10/01/2016,642996
11/01/2016,560999
12/01/2016,568200
13/01/2016,563938
14/01/2016,566576
15/01/2016,617636
16/01/2016,653887
17/01/2016,654226
18/01/2016,623119
19/01/2016,579933
20/01/2016,579976
21/01/2016,577161
22/01/2016,627126
23/01/2016,665504
24/01/2016,654806
25/01/2016,597773
26/01/2016,587666
27/01/2016,601186
28/01/2016,594859
29/01/2016,619038
30/01/2016,651217
31/01/2016,645790
01/02/2016,592950
02/02/2016,588658
03/02/2016,593220
04/02/2016,587791
05/02/2016,610475
06/02/2016,650424
07/02/2016,647277
08/02/2016,603360
09/02/2016,586954
10/02/2016,590179
11/02/2016,587018
12/02/2016,645119
13/02/2016,688870
14/02/2016,642871
15/02/2016,624985
16/02/2016,590031
17/02/2016,591122
18/02/2016,658229
19/02/2016,676655
20/02/2016,726385
21/02/2016,738969
22/02/2016,669532
23/02/2016,624393
24/02/2016,639204
25/02/2016,622697
26/02/2016,677135
27/02/2016,717040
28/02/2016,684698
29/02/2016,602267
01/03/2016,603710
02/03/2016,615478
03/03/2016,612273
04/03/2016,658770
05/03/2016,695928
06/03/2016,733925
07/03/2016,662668
08/03/2016,594968
09/03/2016,606162
10/03/2016,596806
11/03/2016,665464
12/03/2016,698913
13/03/2016,678472
14/03/2016,609018
15/03/2016,599032
16/03/2016,618206
17/03/2016,612023
18/03/2016,674285
19/03/2016,701629
20/03/2016,687728
21/03/2016,629829
22/03/2016,635626
23/03/2016,648085
24/03/2016,621131
25/03/2016,662099
26/03/2016,640387
27/03/2016,641177
28/03/2016,643076
29/03/2016,737599
30/03/2016,773354
31/03/2016,768323
01/04/2016,800869
02/04/2016,833345
03/04/2016,850485
04/04/2016,660523
05/04/2016,612907
06/04/2016,647799
07/04/2016,641322
08/04/2016,705526
09/04/2016,731390
10/04/2016,711635
11/04/2016,620323
12/04/2016,602029
13/04/2016,605922
14/04/2016,605885
15/04/2016,678753
16/04/2016,684310
17/04/2016,668143
18/04/2016,628545
19/04/2016,614805
20/04/2016,615852
21/04/2016,612273
22/04/2016,632904
23/04/2016,684356
24/04/2016,678886
25/04/2016,621891
26/04/2016,610142
27/04/2016,618415
28/04/2016,656617
29/04/2016,659080
30/04/2016,638216
01/05/2016,668612
02/05/2016,598980
03/05/2016,587742
04/05/2016,596867
05/05/2016,551675
06/05/2016,577496
07/05/2016,599203
08/05/2016,587411
09/05/2016,520788
10/05/2016,533239
11/05/2016,553612
12/05/2016,557396
13/05/2016,621025
14/05/2016,638088
15/05/2016,606700
16/05/2016,575926
17/05/2016,562571
18/05/2016,582535
19/05/2016,562560
20/05/2016,606267
21/05/2016,593090
22/05/2016,589460
23/05/2016,561194
24/05/2016,547212
25/05/2016,560009
26/05/2016,562385
27/05/2016,574812
28/05/2016,546406
29/05/2016,577740
30/05/2016,564451
31/05/2016,533522
01/06/2016,533777
02/06/2016,541235
03/06/2016,549536
04/06/2016,550277
05/06/2016,574583
06/06/2016,552824
07/06/2016,543588
08/06/2016,543776
09/06/2016,549231
10/06/2016,501270
11/06/2016,515088
12/06/2016,528324
13/06/2016,531339
14/06/2016,527542
15/06/2016,538212
16/06/2016,579110
17/06/2016,559486
18/06/2016,536346
19/06/2016,556579
20/06/2016,547894
21/06/2016,549815
22/06/2016,543743
23/06/2016,509233
24/06/2016,487648
25/06/2016,474429
26/06/2016,531215
27/06/2016,548910
28/06/2016,539921
29/06/2016,540124
30/06/2016,502427
01/07/2016,496846
02/07/2016,472029
03/07/2016,522612
04/07/2016,544563
05/07/2016,636056
06/07/2016,624601
07/07/2016,621543
08/07/2016,603264
09/07/2016,593940
10/07/2016,603057
11/07/2016,577920
12/07/2016,558089
13/07/2016,547281
14/07/2016,540624
15/07/2016,508026
16/07/2016,493896
17/07/2016,538171
18/07/2016,538791
19/07/2016,522099
20/07/2016,520145
21/07/2016,507375
22/07/2016,495506
23/07/2016,480140
24/07/2016,514561
25/07/2016,525138
26/07/2016,515314
27/07/2016,522446
28/07/2016,519175
29/07/2016,496361
30/07/2016,483239
31/07/2016,530920
01/08/2016,533460
02/08/2016,524743
03/08/2016,506605
04/08/2016,522620
05/08/2016,487626
06/08/2016,484652
07/08/2016,508886
08/08/2016,510803
09/08/2016,510256
10/08/2016,519980
11/08/2016,514947
12/08/2016,495372
13/08/2016,476202
14/08/2016,526431
15/08/2016,529509
16/08/2016,524122
17/08/2016,526919
18/08/2016,520657
19/08/2016,536004
20/08/2016,541896
21/08/2016,584453
22/08/2016,565024
23/08/2016,541912
24/08/2016,550787
25/08/2016,544806
26/08/2016,536004
27/08/2016,546000
28/08/2016,599095
29/08/2016,590423
30/08/2016,574058
31/08/2016,533338
01/09/2016,515410
02/09/2016,557799
03/09/2016,573314
04/09/2016,574341
05/09/2016,572226
06/09/2016,530141
07/09/2016,544146
08/09/2016,525664
09/09/2016,571421
10/09/2016,600316
11/09/2016,596331
12/09/2016,539113
13/09/2016,528193
14/09/2016,495370
15/09/2016,530380
16/09/2016,588619
17/09/2016,638360
18/09/2016,637515
19/09/2016,564818
20/09/2016,558376
21/09/2016,553994
22/09/2016,555269
23/09/2016,601253
24/09/2016,613028
25/09/2016,609126
26/09/2016,540141
27/09/2016,538047
28/09/2016,519062
29/09/2016,548209
30/09/2016,590230
01/10/2016,613097
02/10/2016,598950
03/10/2016,559436
04/10/2016,552031
05/10/2016,556320
06/10/2016,554221
07/10/2016,625708
08/10/2016,646334
09/10/2016,628981
10/10/2016,584079
11/10/2016,573494
12/10/2016,590436
13/10/2016,584281
14/10/2016,632559
15/10/2016,661985
16/10/2016,646283
17/10/2016,565030
18/10/2016,552751
19/10/2016,564004
20/10/2016,561903
21/10/2016,623083
22/10/2016,647299
23/10/2016,624196
24/10/2016,564167
25/10/2016,548445
26/10/2016,543803
27/10/2016,550837
28/10/2016,591304
29/10/2016,613425
30/10/2016,613226
31/10/2016,539952
01/11/2016,570482
02/11/2016,578881
03/11/2016,596301
04/11/2016,599240
05/11/2016,627124
06/11/2016,611584
07/11/2016,532334
08/11/2016,539366
09/11/2016,526953
10/11/2016,539705
11/11/2016,598838
12/11/2016,626360
13/11/2016,609295
14/11/2016,541529
15/11/2016,546602
16/11/2016,529147
17/11/2016,528129
18/11/2016,595119
19/11/2016,617652
20/11/2016,601809
21/11/2016,541586
22/11/2016,547539
23/11/2016,555683
24/11/2016,558932
25/11/2016,611117
26/11/2016,625876
27/11/2016,608906
28/11/2016,540550
29/11/2016,578490
30/11/2016,575494
01/12/2016,574372
02/12/2016,632999
03/12/2016,662460
04/12/2016,637935
05/12/2016,562748
06/12/2016,569392
07/12/2016,567637
08/12/2016,521844
09/12/2016,575434
10/12/2016,603615
11/12/2016,582266
12/12/2016,515906
13/12/2016,510000
14/12/2016,512679
15/12/2016,513677
16/12/2016,558715
17/12/2016,586213
18/12/2016,567955
19/12/2016,549755
20/12/2016,548122
21/12/2016,557662
22/12/2016,556800
23/12/2016,568835
24/12/2016,488865
25/12/2016,518257
26/12/2016,556897
27/12/2016,583051
28/12/2016,593696
29/12/2016,608579
30/12/2016,617489
31/12/2016,516767
01/01/2017,586605
02/01/2017,533340
03/01/2017,615247
04/01/2017,614587
05/01/2017,620470
06/01/2017,635734
07/01/2017,673607
08/01/2017,659776
09/01/2017,582858
10/01/2017,593498
11/01/2017,581688
12/01/2017,592038
13/01/2017,643886
14/01/2017,688378
15/01/2017,657268
16/01/2017,618542
17/01/2017,614374
18/01/2017,606970
19/01/2017,607889
20/01/2017,654320
21/01/2017,682260
22/01/2017,789088
23/01/2017,721632
24/01/2017,707397
25/01/2017,720396
26/01/2017,676652
27/01/2017,734142
28/01/2017,786654
29/01/2017,814616
30/01/2017,701556
31/01/2017,675395
01/02/2017,666562
02/02/2017,679929
03/02/2017,704161
04/02/2017,742866
05/02/2017,720854
06/02/2017,652628
07/02/2017,641999
08/02/2017,644625
09/02/2017,651139
10/02/2017,698016
11/02/2017,744468
12/02/2017,734782
13/02/2017,649498
14/02/2017,608329
15/02/2017,623082
16/02/2017,623666
17/02/2017,685443
18/02/2017,692532
19/02/2017,714208
20/02/2017,645868
21/02/2017,631794
22/02/2017,651285
23/02/2017,633032
24/02/2017,681548
25/02/2017,711755
26/02/2017,690779
27/02/2017,614436
28/02/2017,605217
01/03/2017,606439
02/03/2017,603688
03/03/2017,686031
04/03/2017,715449
05/03/2017,668776
06/03/2017,615829
07/03/2017,657426
08/03/2017,621064
09/03/2017,610761
10/03/2017,680655
11/03/2017,717597
12/03/2017,702023
13/03/2017,620293
14/03/2017,623902
15/03/2017,617890
16/03/2017,672521
17/03/2017,681259
18/03/2017,742356
19/03/2017,729305
20/03/2017,628774
21/03/2017,263988
22/03/2017,217547
23/03/2017,610454
24/03/2017,707789
25/03/2017,718526
26/03/2017,697758
27/03/2017,646662
28/03/2017,628450
29/03/2017,632688
30/03/2017,634066
31/03/2017,691424
01/04/2017,709841
02/04/2017,670980
03/04/2017,605519
04/04/2017,589725
05/04/2017,603084
06/04/2017,606153
07/04/2017,648400
08/04/2017,669903
09/04/2017,653292
10/04/2017,623083
11/04/2017,586229
12/04/2017,608500
13/04/2017,632507
14/04/2017,678017
15/04/2017,662140
16/04/2017,643858
17/04/2017,634384
18/04/2017,601773
19/04/2017,595795
20/04/2017,626863
21/04/2017,676578
22/04/2017,695235
23/04/2017,678710
24/04/2017,604982
25/04/2017,596141
26/04/2017,583886
27/04/2017,588412
28/04/2017,656297
29/04/2017,657033
30/04/2017,658518
01/05/2017,614208
02/05/2017,585271
03/05/2017,586022
04/05/2017,583529
05/05/2017,625936
06/05/2017,647264
07/05/2017,661043
08/05/2017,607179
09/05/2017,581865
10/05/2017,575531
11/05/2017,577966
12/05/2017,629636
13/05/2017,637449
14/05/2017,598456
15/05/2017,552306
16/05/2017,548379
17/05/2017,537489
18/05/2017,556096
19/05/2017,588701
20/05/2017,611009
21/05/2017,591578
22/05/2017,551426
23/05/2017,547353
24/05/2017,697189
25/05/2017,652278
26/05/2017,646348
27/05/2017,634745
28/05/2017,660036
29/05/2017,626065
30/05/2017,597689
31/05/2017,613628
01/06/2017,587333
02/06/2017,597967
03/06/2017,597664
04/06/2017,614621
05/06/2017,613469
06/06/2017,591709
07/06/2017,589809
08/06/2017,583035
09/06/2017,563296
10/06/2017,550924
11/06/2017,570133
12/06/2017,560388
13/06/2017,557934
14/06/2017,553916
15/06/2017,569006
16/06/2017,550839
17/06/2017,544831
18/06/2017,560055
19/06/2017,542091
20/06/2017,556544
21/06/2017,551348
22/06/2017,534468
23/06/2017,513878
24/06/2017,516287
25/06/2017,553576
26/06/2017,552219
27/06/2017,548167
28/06/2017,543096
29/06/2017,538041
30/06/2017,521360
01/07/2017,518499
02/07/2017,540849
03/07/2017,556759
04/07/2017,551362
05/07/2017,566198
06/07/2017,544039
07/07/2017,530554
08/07/2017,517999
09/07/2017,573327
10/07/2017,571169
11/07/2017,551483
12/07/2017,551601
13/07/2017,539155
14/07/2017,512567
15/07/2017,502054
16/07/2017,614018
17/07/2017,591459
18/07/2017,599439
19/07/2017,606490
20/07/2017,565060
21/07/2017,595802
22/07/2017,560747
23/07/2017,640277
24/07/2017,586487
25/07/2017,590525
26/07/2017,585696
27/07/2017,576007
28/07/2017,549724
29/07/2017,537230
30/07/2017,571197
31/07/2017,563326
01/08/2017,551086
02/08/2017,544959
03/08/2017,546773
04/08/2017,533354
05/08/2017,526712
06/08/2017,570353
07/08/2017,543468
08/08/2017,524971
09/08/2017,537376
10/08/2017,520173
11/08/2017,502368
12/08/2017,517703
13/08/2017,545419
14/08/2017,526566
15/08/2017,532716
16/08/2017,539318
17/08/2017,530770
18/08/2017,522758
19/08/2017,542314
20/08/2017,578435
21/08/2017,555466
22/08/2017,550432
23/08/2017,551829
24/08/2017,544368
25/08/2017,537541
26/08/2017,560708
27/08/2017,598656
28/08/2017,568901
29/08/2017,572216
30/08/2017,568790
31/08/2017,548525
01/09/2017,539475
02/09/2017,579851
03/09/2017,593235
04/09/2017,577061
05/09/2017,546878
06/09/2017,557450
07/09/2017,566040
08/09/2017,588277
09/09/2017,602111
10/09/2017,599224
11/09/2017,556861
12/09/2017,534626
13/09/2017,546069
14/09/2017,547273
15/09/2017,634902
16/09/2017,632688
17/09/2017,681413
18/09/2017,553806
19/09/2017,554338
20/09/2017,562646
21/09/2017,562963
22/09/2017,616501
23/09/2017,631448
24/09/2017,664381
25/09/2017,548050
26/09/2017,537705
27/09/2017,541534
28/09/2017,524556
29/09/2017,577291
30/09/2017,620094
01/10/2017,611518
02/10/2017,537514
03/10/2017,543065
04/10/2017,549053
05/10/2017,549107
06/10/2017,604716
07/10/2017,637380
08/10/2017,608484
09/10/2017,561918
10/10/2017,538813
11/10/2017,567882
12/10/2017,579953
13/10/2017,623998
14/10/2017,644082
15/10/2017,620344
16/10/2017,558088
17/10/2017,537573
18/10/2017,545310
19/10/2017,557610
20/10/2017,613627
21/10/2017,638306
22/10/2017,606747
23/10/2017,537976
24/10/2017,531758
25/10/2017,531604
26/10/2017,538111
27/10/2017,580500
28/10/2017,610301
29/10/2017,580309
30/10/2017,523187
31/10/2017,513681
01/11/2017,539262
02/11/2017,549402
03/11/2017,567808
04/11/2017,589590
05/11/2017,583008
06/11/2017,499132
07/11/2017,494940
08/11/2017,486659
09/11/2017,486288
10/11/2017,547883
11/11/2017,587871
12/11/2017,560426
13/11/2017,482962
14/11/2017,513621
15/11/2017,534564
16/11/2017,516933
17/11/2017,568119
18/11/2017,602797
19/11/2017,585195
20/11/2017,531437
21/11/2017,500243
22/11/2017,518804
23/11/2017,510407
24/11/2017,552587
25/11/2017,576143
26/11/2017,577085
27/11/2017,509051
28/11/2017,509630
29/11/2017,516162
30/11/2017,520337
01/12/2017,567425
02/12/2017,595057
03/12/2017,576910
04/12/2017,520456
05/12/2017,515183
06/12/2017,521198
07/12/2017,524875
08/12/2017,573360
09/12/2017,597245
10/12/2017,568209
11/12/2017,525852
12/12/2017,507127
13/12/2017,504585
14/12/2017,509276
15/12/2017,547230
16/12/2017,567984
17/12/2017,555527
18/12/2017,523730
19/12/2017,516719
20/12/2017,523831
21/12/2017,523752
22/12/2017,555899
23/12/2017,563128
24/12/2017,480947
25/12/2017,498570
26/12/2017,541428
27/12/2017,567700
28/12/2017,571746
29/12/2017,595916
30/12/2017,601351
31/12/2017,525010
01/01/2018,562303
02/01/2018,585366
03/01/2018,586264
04/01/2018,594399
05/01/2018,624935
06/01/2018,637505
07/01/2018,630304
08/01/2018,576748
09/01/2018,566722
10/01/2018,567567
11/01/2018,568774
12/01/2018,668760
13/01/2018,719298
14/01/2018,685671
15/01/2018,636333
16/01/2018,593744
17/01/2018,599972
18/01/2018,595232
19/01/2018,655649
20/01/2018,699554
21/01/2018,680851
22/01/2018,624715
23/01/2018,625218
24/01/2018,615915
25/01/2018,637926
26/01/2018,678188
27/01/2018,706921
28/01/2018,696163
29/01/2018,644694
30/01/2018,638633
31/01/2018,637591
01/02/2018,636677
02/02/2018,677325
03/02/2018,691196
04/02/2018,680014
05/02/2018,598428
06/02/2018,596670
07/02/2018,605058
08/02/2018,591147
09/02/2018,640351
10/02/2018,660501
11/02/2018,643976
12/02/2018,597726
13/02/2018,600257
14/02/2018,573227
15/02/2018,587720
16/02/2018,672985
17/02/2018,686585
18/02/2018,676972
19/02/2018,627876
20/02/2018,606328
21/02/2018,616435
22/02/2018,626295
23/02/2018,640398
24/02/2018,671699
25/02/2018,644153
26/02/2018,582008
27/02/2018,578734
28/02/2018,585699
01/03/2018,571844
02/03/2018,638187
03/03/2018,674462
04/03/2018,631236
05/03/2018,566908
06/03/2018,571364
07/03/2018,609941
08/03/2018,579562
09/03/2018,622953
10/03/2018,660359
11/03/2018,624754
12/03/2018,549112
13/03/2018,548653
14/03/2018,540552
15/03/2018,540695
16/03/2018,612997
17/03/2018,634880
18/03/2018,612211
19/03/2018,529982
20/03/2018,528422
21/03/2018,527812
22/03/2018,523792
23/03/2018,567442
24/03/2018,593672
25/03/2018,583809
26/03/2018,535668
27/03/2018,524781
28/03/2018,553566
29/03/2018,545064
30/03/2018,589158
31/03/2018,544396
01/04/2018,522474
02/04/2018,510461
03/04/2018,481121
04/04/2018,493898
05/04/2018,478398
06/04/2018,515858
07/04/2018,523827
08/04/2018,502355
09/04/2018,442875
10/04/2018,441873
11/04/2018,442723
12/04/2018,449917
13/04/2018,486166
14/04/2018,501226
15/04/2018,485242
16/04/2018,446893
17/04/2018,437164
18/04/2018,427398
19/04/2018,421633
20/04/2018,461568
21/04/2018,487714
22/04/2018,492181
23/04/2018,443309
24/04/2018,428943
25/04/2018,431212
26/04/2018,429449
27/04/2018,444255
28/04/2018,465955
29/04/2018,473796
30/04/2018,455403
01/05/2018,435923
02/05/2018,401273
03/05/2018,406918
04/05/2018,436659
05/05/2018,454436
06/05/2018,443751
07/05/2018,400741
08/05/2018,416641
09/05/2018,374213
10/05/2018,386331
11/05/2018,422768
12/05/2018,435667
13/05/2018,423090
14/05/2018,386353
15/05/2018,381411
16/05/2018,386297
17/05/2018,378731
18/05/2018,410765
19/05/2018,424847
20/05/2018,416185
21/05/2018,397327
22/05/2018,386506
23/05/2018,382180
24/05/2018,387091
25/05/2018,406335
26/05/2018,404882
27/05/2018,420441
28/05/2018,411336
29/05/2018,403800
30/05/2018,391231
31/05/2018,414384
01/06/2018,401912
02/06/2018,398415
03/06/2018,422310
04/06/2018,400075
05/06/2018,401950
06/06/2018,401474
07/06/2018,395399
08/06/2018,385574
09/06/2018,406915
10/06/2018,401825
11/06/2018,406801
12/06/2018,396623
13/06/2018,407797
14/06/2018,396812
15/06/2018,355709
16/06/2018,375844
17/06/2018,396111
18/06/2018,391787
19/06/2018,389800
20/06/2018,404184
21/06/2018,380788
22/06/2018,388254
23/06/2018,385005
24/06/2018,403726
25/06/2018,389087
26/06/2018,381327
27/06/2018,377047
28/06/2018,378351
29/06/2018,379774
30/06/2018,371997
01/07/2018,396799
02/07/2018,389880
03/07/2018,365647
04/07/2018,399953
05/07/2018,393703
06/07/2018,372084
07/07/2018,370039
08/07/2018,420674
09/07/2018,429650
10/07/2018,378806
11/07/2018,381982
12/07/2018,403220
13/07/2018,386670
14/07/2018,386930
15/07/2018,421859
16/07/2018,410965
17/07/2018,410387
18/07/2018,412253
19/07/2018,393113
20/07/2018,379547
21/07/2018,369377
22/07/2018,402249
23/07/2018,405865
24/07/2018,395213
25/07/2018,388536
26/07/2018,386955
27/07/2018,366820
28/07/2018,370155
29/07/2018,398283
30/07/2018,404885
31/07/2018,390725
01/08/2018,384368
02/08/2018,378118
03/08/2018,404780
04/08/2018,403304
05/08/2018,426277
06/08/2018,418671
07/08/2018,399534
08/08/2018,414487
09/08/2018,400059
10/08/2018,382492
11/08/2018,391139
12/08/2018,415889
13/08/2018,406483
14/08/2018,387909
15/08/2018,392190
16/08/2018,403366
17/08/2018,392254
18/08/2018,402196
19/08/2018,428710
20/08/2018,402305
21/08/2018,391082
22/08/2018,391082
23/08/2018,386361
24/08/2018,386639
25/08/2018,408895
26/08/2018,456907
27/08/2018,427268
28/08/2018,425595
29/08/2018,423666
30/08/2018,420600
31/08/2018,429373
01/09/2018,451304
02/09/2018,454425
03/09/2018,458145
04/09/2018,420799
05/09/2018,433306
06/09/2018,430506
07/09/2018,473064
08/09/2018,510248
09/09/2018,523315
10/09/2018,494317
11/09/2018,488980
12/09/2018,473249
13/09/2018,488112
14/09/2018,520394
15/09/2018,549895
16/09/2018,554058
17/09/2018,499820
18/09/2018,482772
19/09/2018,476273
20/09/2018,477057
21/09/2018,529496
22/09/2018,587639
23/09/2018,584417
24/09/2018,520926
25/09/2018,535791
26/09/2018,526703
27/09/2018,497875
28/09/2018,525647
29/09/2018,545234
30/09/2018,573410
01/10/2018,520380
02/10/2018,513422
03/10/2018,512932
04/10/2018,509096
05/10/2018,544025
06/10/2018,567916
07/10/2018,544391
08/10/2018,510312
09/10/2018,499103
10/10/2018,489270
11/10/2018,489305
12/10/2018,529774
13/10/2018,531049
14/10/2018,521403
15/10/2018,482625
16/10/2018,466907
17/10/2018,475983
18/10/2018,475672
19/10/2018,513368
20/10/2018,535314
21/10/2018,519435
22/10/2018,465645
23/10/2018,466671
24/10/2018,482083
25/10/2018,492784
26/10/2018,525136
27/10/2018,544244
28/10/2018,543919
29/10/2018,475117
30/10/2018,460838
31/10/2018,439593
01/11/2018,473842
02/11/2018,485776
03/11/2018,506248
04/11/2018,524056
05/11/2018,446011
06/11/2018,432726
07/11/2018,428192
08/11/2018,429044
09/11/2018,478359
10/11/2018,516365
11/11/2018,492961
12/11/2018,454763
13/11/2018,471698
14/11/2018,474959
15/11/2018,480043
16/11/2018,516851
17/11/2018,546192
18/11/2018,543916
19/11/2018,488906
20/11/2018,478568
21/11/2018,456412
22/11/2018,461948
23/11/2018,496143
24/11/2018,529379
25/11/2018,514340
26/11/2018,457745
27/11/2018,463123
28/11/2018,458216
29/11/2018,458409
30/11/2018,504854
01/12/2018,534609
02/12/2018,514335
03/12/2018,458076
04/12/2018,465526
05/12/2018,463505
06/12/2018,452285
07/12/2018,688741
08/12/2018,749638
09/12/2018,740157
10/12/2018,653740
11/12/2018,631190
12/12/2018,612615
13/12/2018,608040
14/12/2018,653802
15/12/2018,685090
16/12/2018,663957
17/12/2018,607836
18/12/2018,599055
19/12/2018,596047
20/12/2018,590125
21/12/2018,625674
22/12/2018,638507
23/12/2018,608651
24/12/2018,537230
25/12/2018,552211
26/12/2018,592111
27/12/2018,607195
28/12/2018,623818
29/12/2018,636931
30/12/2018,635244
31/12/2018,565800
01/01/2019,577546
02/01/2019,617293
03/01/2019,614938
04/01/2019,648525
05/01/2019,671521
06/01/2019,667843
07/01/2019,619371
08/01/2019,604350
09/01/2019,598055
10/01/2019,601609
11/01/2019,649360
12/01/2019,687299
13/01/2019,657620
14/01/2019,596411
15/01/2019,595994
16/01/2019,598740
17/01/2019,600970
18/01/2019,637700
19/01/2019,663631
20/01/2019,665934
21/01/2019,620408
22/01/2019,607583
23/01/2019,619365
24/01/2019,612605
25/01/2019,644652
26/01/2019,682297
27/01/2019,668664
28/01/2019,603970
29/01/2019,621303
30/01/2019,622533
31/01/2019,621355
01/02/2019,628397
02/02/2019,651044
03/02/2019,656097
04/02/2019,593481
05/02/2019,571128
06/02/2019,570858
07/02/2019,571388
08/02/2019,607871
09/02/2019,630610
10/02/2019,614597
11/02/2019,543314
12/02/2019,543607
13/02/2019,554770
14/02/2019,533391
15/02/2019,614110
16/02/2019,635048
17/02/2019,620922
18/02/2019,572682
19/02/2019,545518
20/02/2019,559958
21/02/2019,545552
22/02/2019,603534
23/02/2019,624672
24/02/2019,609501
25/02/2019,548157
26/02/2019,541458
27/02/2019,552440
28/02/2019,552326
01/03/2019,608156
02/03/2019,651158
03/03/2019,636794
04/03/2019,605420
05/03/2019,606247
06/03/2019,591936
07/03/2019,611878
08/03/2019,616811
09/03/2019,658309
10/03/2019,634783
11/03/2019,565946
12/03/2019,560701
13/03/2019,562243
14/03/2019,614450
15/03/2019,651118
16/03/2019,683952
17/03/2019,655834
18/03/2019,580816
19/03/2019,569623
20/03/2019,574208
21/03/2019,576218
22/03/2019,623358
23/03/2019,640328
24/03/2019,650464
25/03/2019,583445
26/03/2019,591372
27/03/2019,589838
28/03/2019,578916
29/03/2019,601629
30/03/2019,620057
31/03/2019,631033
01/04/2019,562121
02/04/2019,565934
03/04/2019,560259
04/04/2019,565948
05/04/2019,602699
06/04/2019,603953
07/04/2019,617358
08/04/2019,558585
09/04/2019,549433
10/04/2019,551738
11/04/2019,559450
12/04/2019,603108
13/04/2019,622852
14/04/2019,616891
15/04/2019,547137
16/04/2019,547117
17/04/2019,541109
18/04/2019,529877
19/04/2019,576762
20/04/2019,574395
21/04/2019,541089
22/04/2019,537243
23/04/2019,524659
24/04/2019,515270
25/04/2019,501579
26/04/2019,534961
27/04/2019,553900
28/04/2019,583792
29/04/2019,507100
30/04/2019,553538
01/05/2019,568214
02/05/2019,543586
03/05/2019,561108
04/05/2019,582012
05/05/2019,592848
06/05/2019,511905
07/05/2019,512842
08/05/2019,537264
09/05/2019,501046
10/05/2019,530884
11/05/2019,573543
12/05/2019,564053
13/05/2019,507766
14/05/2019,509692
15/05/2019,505588
16/05/2019,492619
17/05/2019,545377
18/05/2019,581331
19/05/2019,578137
20/05/2019,504720
21/05/2019,507507
22/05/2019,518201
23/05/2019,517583
24/05/2019,560173
25/05/2019,584825
26/05/2019,581672
27/05/2019,530025
28/05/2019,531695
29/05/2019,535884
30/05/2019,562774
31/05/2019,573692
01/06/2019,585349
02/06/2019,585557
03/06/2019,526783
04/06/2019,516888
05/06/2019,526735
06/06/2019,542164
07/06/2019,538759
08/06/2019,568071
09/06/2019,582363
10/06/2019,564597
11/06/2019,546253
12/06/2019,540656
13/06/2019,552723
14/06/2019,567322
15/06/2019,587433
16/06/2019,591839
17/06/2019,550624
18/06/2019,547789
19/06/2019,561396
20/06/2019,577440
21/06/2019,574004
22/06/2019,581726
23/06/2019,588757
24/06/2019,552351
25/06/2019,553924
26/06/2019,549427
27/06/2019,547556
28/06/2019,546089
29/06/2019,547650
30/06/2019,545506
01/07/2019,537673
02/07/2019,528779
03/07/2019,529598
04/07/2019,524409
05/07/2019,539950
06/07/2019,542013
07/07/2019,567573
08/07/2019,543308
09/07/2019,546354
10/07/2019,551439
11/07/2019,557663
12/07/2019,566931
13/07/2019,569045
14/07/2019,579696
15/07/2019,558523
16/07/2019,566897
17/07/2019,549455
18/07/2019,546245
19/07/2019,537615
20/07/2019,542687
21/07/2019,558577
22/07/2019,546700
23/07/2019,546245
24/07/2019,543019
25/07/2019,554700
26/07/2019,558518
27/07/2019,553430
28/07/2019,561258
29/07/2019,553736
30/07/2019,563644
31/07/2019,542754
01/08/2019,564132
02/08/2019,566001
03/08/2019,567354
04/08/2019,584024
05/08/2019,564464
06/08/2019,559560
07/08/2019,551299
08/08/2019,561446
09/08/2019,570765
10/08/2019,582225
11/08/2019,588516
12/08/2019,577257
13/08/2019,578384
14/08/2019,577334
15/08/2019,578682
16/08/2019,587440
17/08/2019,600467
18/08/2019,625961
19/08/2019,593590
20/08/2019,576918
21/08/2019,584600
22/08/2019,581697
23/08/2019,611524
24/08/2019,606327
25/08/2019,640663
26/08/2019,612906
27/08/2019,620818
28/08/2019,625083
29/08/2019,617096
30/08/2019,634547
31/08/2019,650734
